,Nylon 66 Spectrum,
Raman shift [1/cm],Counts/sec,
1015.744,30.032597,
1014.780,34.169701,
1013.816,34.384572,
1012.851,31.133562,
1011.887,29.507269,
1010.923,32.826212,
1009.959,35.318343,
1008.995,33.750957,
1008.030,29.847145,
1007.066,26.855252,
1006.102,26.442742,
1005.138,27.561467,
1004.173,30.94198,
1003.209,35.725279,
1002.245,39.527156,
1001.281,43.626418,
1000.316,50.035251,
999.352,59.544159,
998.388,70.004902,
997.424,76.052331,
996.460,75.304891,
995.495,70.880625,
994.531,64.005721,
993.567,56.763553,
992.603,53.103637,
991.638,54.059391,
990.674,56.280579,
989.710,56.397496,
988.746,56.852716,
987.781,60.782698,
986.817,66.49502,
985.853,69.151221,
984.889,67.791621,
983.924,66.490394,
982.960,71.024792,
981.996,81.16031,
981.032,89.361142,
980.068,93.817926,
979.103,97.085913,
978.139,101.05544,
977.175,105.58984,
976.211,108.3357,
975.246,106.08802,
974.282,101.37919,
973.318,104.98265,
972.354,112.66092,
971.389,117.6063,
970.425,118.97146,
969.461,119.6735,
968.497,122.00771,
967.533,125.38192,
966.568,125.91793,
965.604,123.5931,
964.640,122.96359,
963.676,126.86226,
962.711,134.12106,
961.747,140.85734,
960.783,144.36148,
959.819,146.68599,
958.854,149.2657,
957.890,151.29844,
956.926,147.63442,
955.962,137.62714,
954.997,126.6443,
954.033,121.81529,
953.069,118.91424,
952.105,117.66671,
951.141,118.83582,
950.176,119.60132,
949.212,118.43844,
948.248,115.10385,
947.284,109.90773,
946.319,102.96562,
945.355,96.004371,
944.391,91.768716,
943.427,88.979786,
942.462,88.150214,
941.498,89.611413,
940.534,93.047946,
939.570,97.843962,
938.606,104.39344,
937.641,113.15495,
936.677,123.10324,
935.713,133.90816,
934.749,145.82991,
933.784,160.53997,
932.820,180.47006,
931.856,206.21546,
930.892,233.47907,
929.927,258.24924,
928.963,279.18714,
927.999,292.56099,
927.035,297.68786,
926.070,296.08075,
925.106,287.24382,
924.142,272.48158,
923.178,268.43375,
922.214,268.60125,
921.249,270.1609,
920.285,272.69921,
919.321,275.05199,
918.357,273.4242,
917.392,267.66646,
916.428,256.80231,
915.464,240.56158,
914.500,221.71574,
913.535,203.63359,
912.571,187.86212,
911.607,173.91837,
910.643,162.85154,
909.679,153.58009,
908.714,145.97557,
907.750,139.92236,
906.786,132.64568,
905.822,123.2701,
904.857,114.30828,
903.893,109.13259,
902.929,106.02876,
901.965,103.35855,
901.000,101.33394,
900.036,99.895067,
899.072,98.900593,
898.108,97.986014,
897.143,96.159615,
896.179,90.735469,
895.215,85.035681,
894.251,84.835526,
893.287,88.710864,
892.322,91.541006,
891.358,89.779503,
890.394,86.328639,
889.430,87.603193,
888.465,90.968468,
887.501,93.837038,
886.537,96.072403,
885.573,97.086019,
884.608,96.036491,
883.644,92.873411,
882.680,90.049693,
881.716,89.879249,
880.751,90.073132,
879.787,88.424196,
878.823,85.523375,
877.859,84.497684,
876.895,88.790444,
875.930,95.109449,
874.966,94.228502,
874.002,90.345733,
873.038,86.989567,
872.073,84.459496,
871.109,81.86498,
870.145,79.198535,
869.181,76.51786,
868.216,74.54353,
867.252,73.522256,
866.288,72.366461,
865.324,69.789272,
864.360,65.596169,
863.395,61.414029,
862.431,59.938334,
861.467,59.901069,
860.503,60.666874,
859.538,62.314027,
858.574,62.797071,
857.610,60.59196,
856.646,56.887283,
855.681,54.122686,
854.717,51.34164,
853.753,50.172669,
852.789,50.817664,
851.824,52.539023,
850.860,54.439511,
849.896,56.054043,
848.932,56.942324,
847.968,56.509317,
847.003,56.593933,
846.039,59.450156,
845.075,64.89369,
844.111,70.320988,
843.146,72.2047,
842.182,71.819033,
841.218,71.521424,
840.254,70.874573,
839.289,70.39762,
838.325,70.258832,
837.361,70.267277,
836.397,70.180461,
835.433,69.776163,
834.468,69.163933,
833.504,68.634468,
832.540,68.257536,
831.576,67.909757,
830.611,67.403416,
829.647,66.721354,
828.683,65.849138,
827.719,64.615746,
826.754,62.039329,
825.790,58.130049,
824.826,55.139596,
823.862,55.700592,
822.897,58.629015,
821.933,57.840794,
820.969,54.854572,
820.005,52.328473,
819.041,51.206111,
818.076,50.563018,
817.112,48.364502,
816.148,43.376155,
815.184,37.939348,
814.219,33.508641,
813.255,29.594268,
812.291,27.06334,
811.327,26.480591,
810.362,26.874865,
809.398,25.425172,
808.434,23.644223,
807.470,25.159148,
806.506,29.246614,
805.541,31.532888,
804.577,28.148561,
803.613,20.256058,
802.649,15.346507,
801.684,15.171561,
800.720,15.958663,
799.756,15.76365,
798.792,14.759189,
797.827,14.568433,
796.863,16.71966,
795.899,19.30543,
794.935,18.38339,
793.970,15.803707,
793.006,13.76509,
792.042,12.874033,
791.078,12.193392,
790.114,12.867835,
789.149,15.028629,
788.185,15.457004,
787.221,14.185743,
786.257,12.85047,
785.292,13.120933,
784.328,15.237416,
783.364,17.345991,
782.400,18.374803,
781.435,18.486599,
780.471,17.225398,
779.507,15.1255,
778.543,14.152678,
777.579,17.64946,
776.614,23.10049,
775.650,22.17144,
774.686,17.280551,
773.722,14.718325,
772.757,17.875751,
771.793,24.241112,
770.829,28.437869,
769.865,30.168757,
768.900,32.379161,
767.936,35.883951,
766.972,39.863595,
766.008,42.780712,
765.043,43.603397,
764.079,42.871641,
763.115,40.278772,
762.151,36.510613,
761.187,33.109203,
760.222,30.501442,
759.258,28.072614,
758.294,26.556261,
757.330,25.841276,
756.365,25.384835,
755.401,25.418628,
754.437,25.694779,
753.473,25.82413,
752.508,25.770667,
751.544,26.980194,
750.580,29.878586,
749.616,32.676931,
748.652,33.933405,
747.687,33.498106,
746.723,32.422793,
745.759,31.837959,
744.795,31.722949,
743.830,33.090288,
742.866,35.498765,
741.902,38.257362,
740.938,40.904021,
739.973,43.459177,
739.009,42.602566,
738.045,39.568096,
737.081,37.450011,
736.116,37.030313,
735.152,37.722211,
734.188,38.242553,
733.224,37.955447,
732.260,37.556112,
731.295,37.0005,
730.331,36.122429,
729.367,35.247359,
728.403,34.838381,
727.438,35.038897,
726.474,36.707042,
725.510,39.261832,
724.546,38.123823,
723.581,33.332566,
722.617,27.944973,
721.653,25.996272,
720.689,26.982458,
719.725,27.632462,
718.760,27.419479,
717.796,27.307177,
716.832,28.224932,
715.868,30.314023,
714.903,32.108925,
713.939,30.472602,
712.975,28.132616,
712.011,27.858596,
711.046,29.57884,
710.082,31.883824,
709.118,33.588566,
708.154,35.672067,
707.189,34.156275,
706.225,30.154693,
705.261,26.473593,
704.297,24.63705,
703.333,24.115129,
702.368,23.35068,
701.404,22.131911,
700.440,21.261701,
699.476,20.892867,
698.511,20.768511,
697.547,20.416967,
696.583,19.418009,
695.619,17.90229,
694.654,15.960257,
693.690,13.896134,
692.726,12.973422,
691.762,14.019867,
690.798,16.263504,
689.833,16.619617,
688.869,16.292429,
687.905,14.979401,
686.941,12.599894,
685.976,9.9950367,
685.012,8.805895,
684.048,9.9268483,
683.084,10.73247,
682.119,10.089824,
681.155,8.6834336,
680.191,7.2347623,
679.227,6.1202387,
678.262,5.4332304,
677.298,6.3620618,
676.334,7.748828,
675.370,7.7347885,
674.406,6.0709444,
673.441,3.8713094,
672.477,2.9608383,
671.513,3.0825256,
670.549,4.3124894,
669.584,6.437302,
668.620,8.6535695,
667.656,10.125477,
666.692,10.576681,
665.727,10.657206,
664.763,10.63778,
663.799,10.424678,
662.835,10.107864,
661.871,9.8327987,
660.906,9.7680116,
659.942,10.629909,
658.978,11.774668,
658.014,11.708489,
657.049,10.636768,
656.085,9.7721275,
655.121,10.62194,
654.157,12.81787,
653.192,14.906526,
652.228,16.692202,
651.264,17.593236,
650.300,17.148419,
649.335,15.404872,
648.371,13.824753,
647.407,14.082061,
646.443,15.183484,
645.479,17.184273,
644.514,20.076957,
643.550,23.385901,
642.586,25.361665,
641.622,26.551712,
640.657,29.954576,
639.693,34.913935,
638.729,40.196975,
637.765,44.87274,
636.800,49.498748,
635.836,51.610546,
634.872,51.44061,
633.908,51.047331,
632.944,51.845896,
631.979,54.080989,
631.015,56.350358,
630.051,56.841867,
629.087,56.509478,
628.122,56.148109,
627.158,55.992821,
626.194,55.90994,
625.230,55.616614,
624.265,55.467353,
623.301,56.104057,
622.337,56.816857,
621.373,56.553411,
620.408,54.766898,
619.444,52.173374,
618.480,49.994744,
617.516,48.143335,
616.552,47.142222,
615.587,47.330314,
614.623,48.595315,
613.659,50.181821,
612.695,51.596281,
611.730,52.628196,
610.766,51.523762,
609.802,48.605825,
608.838,45.798166,
607.873,46.173125,
606.909,48.063782,
605.945,48.004025,
604.981,46.975542,
604.017,46.371497,
603.052,47.21772,
602.088,49.464432,
601.124,51.219518,
600.160,51.890914,
599.195,52.157497,
598.231,52.50145,
597.267,52.973089,
596.303,52.958643,
595.338,51.525546,
594.374,50.301117,
593.410,50.820485,
592.446,52.784456,
591.481,54.533294,
590.517,53.464378,
589.553,50.973199,
588.589,50.719938,
587.625,51.466502,
586.660,52.007233,
585.696,51.614514,
584.732,50.541818,
583.768,48.852103,
582.803,46.971202,
581.839,46.181637,
580.875,47.377202,
579.911,50.530871,
578.946,53.849166,
577.982,54.913822,
577.018,54.825841,
576.054,53.176192,
575.089,50.155788,
574.125,46.604698,
573.161,44.269914,
572.197,42.240894,
571.233,39.436923,
570.268,35.912809,
569.304,31.930713,
568.340,27.799518,
567.376,23.585025,
566.411,20.429906,
565.447,18.356915,
564.483,16.983461,
563.519,15.982663,
562.554,15.153618,
561.590,13.952478,
560.626,10.951387,
559.662,7.49932,
558.698,5.4637076,
557.733,5.5008972,
556.769,6.3677004,
555.805,4.3089179,
554.841,1.0234944,
553.876,0.19109195,
552.912,1.7994558,
551.948,3.9434885,
550.984,3.656735,
550.019,0.94940022,
549.055,0,
548.091,1.4453933,
547.127,4.1059956,
546.162,6.162798,
545.198,6.2269733,
544.234,5.9712024,
543.270,7.0688837,
542.306,8.8029296,
541.341,10.072526,
540.377,10.119856,
539.413,9.9504147,
538.449,12.629606,
537.484,16.520125,
536.520,21.30681,
535.556,26.910563,
534.592,32.822444,
533.627,34.873754,
532.663,33.659243,
531.699,32.189851,
530.735,31.35437,
529.771,31.155727,
528.806,30.96136,
527.842,30.797607,
526.878,30.766153,
525.914,30.642096,
524.949,30.257811,
523.985,29.32814,
523.021,27.288996,
522.057,24.523045,
521.092,23.967788,
520.128,25.036944,
519.164,25.760373,
518.200,24.134999,
517.235,20.802764,
516.271,20.472385,
515.307,22.67516,
514.343,25.434112,
513.379,27.312204,
512.414,27.807167,
511.450,26.92874,
510.486,24.100997,
509.522,20.989954,
508.557,19.368999,
507.593,19.774337,
506.629,20.472547,
505.665,18.75103,
504.700,16.529733,
503.736,14.067883,
502.772,11.428178,
501.808,9.0802694,
500.844,9.2791625,
499.879,11.234208,
498.915,13.578096,
497.951,16.202258,
496.987,18.961917,
496.022,21.610616,
495.058,23.898376,
494.094,24.360282,
493.130,22.088862,
492.165,18.43529,
491.201,15.620315,
490.237,16.098457,
489.273,17.59674,
488.308,17.323489,
487.344,15.879706,
486.380,13.660631,
485.416,10.941165,
484.452,7.9704288,
483.487,7.6758893,
482.523,9.038872,
481.559,10.575873,
480.595,11.338705,
479.630,11.330711,
478.666,13.754406,
477.702,19.692872,
476.738,25.960172,
475.773,30.19273,
474.809,31.410371,
473.845,31.302889,
472.881,30.982957,
471.917,29.710999,
470.952,26.803834,
469.988,22.16459,
469.024,16.556938,
468.060,13.649164,
467.095,12.101522,
466.131,11.069602,
465.167,10.382849,
464.203,10.130348,
463.238,10.588467,
462.274,11.881206,
461.310,12.439691,
460.346,12.052328,
459.381,11.089231,
458.417,10.160803,
457.453,9.3927257,
456.489,9.1000881,
455.525,10.780021,
454.560,13.866469,
453.596,16.999404,
452.632,18.380923,
451.668,19.110123,
450.703,18.886223,
449.739,17.681999,
448.775,16.491693,
447.811,16.466334,
446.846,17.326274,
445.882,17.803803,
444.918,18.05136,
443.954,18.809239,
442.990,20.674705,
442.025,23.863722,
441.061,26.973465,
440.097,28.729912,
439.133,29.757039,
438.168,30.663755,
437.204,31.890855,
436.240,33.145521,
435.276,33.635685,
434.311,33.76435,
433.347,32.930293,
432.383,30.767234,
431.419,27.51394,
430.454,26.884914,
429.490,27.660992,
428.526,30.1034,
427.562,34.301866,
426.598,39.717323,
425.633,43.050527,
424.669,42.301678,
423.705,40.561247,
422.741,39.480317,
421.776,39.489768,
420.812,39.309667,
419.848,36.616531,
418.884,33.042462,
417.919,29.450007,
416.955,26.003451,
415.991,22.565734,
415.027,20.419571,
414.063,18.953312,
413.098,19.341572,
412.134,21.619576,
411.170,25.013988,
410.206,27.698072,
409.241,29.460306,
408.277,29.201519,
407.313,26.22613,
406.349,21.437632,
405.384,17.176501,
404.420,17.273353,
403.456,18.8234,
402.492,20.801195,
401.527,23.058341,
400.563,25.414758,
399.599,26.334212,
398.635,26.544902,
397.671,26.456078,
396.706,26.010787,
395.742,25.694962,
394.778,26.801541,
393.814,29.122474,
392.849,29.469727,
391.885,27.764953,
390.921,25.482907,
389.957,24.989194,
388.992,28.287584,
388.028,31.251424,
387.064,31.663995,
386.100,30.265797,
385.136,28.641282,
384.171,28.381733,
383.207,28.73264,
382.243,31.384562,
381.279,35.927245,
380.314,40.541628,
379.350,42.191634,
378.386,42.330752,
377.422,40.719211,
376.457,37.532935,
375.493,34.742218,
374.529,34.975794,
373.565,38.913865,
372.600,42.670227,
371.636,45.315385,
370.672,47.067595,
369.708,48.35982,
368.744,49.283405,
367.779,50.653499,
366.815,52.762656,
365.851,54.944737,
364.887,56.309485,
363.922,55.850941,
362.958,54.230211,
361.994,55.60453,
361.030,59.243498,
360.065,62.709247,
359.101,62.86313,
358.137,59.751655,
357.173,56.921552,
356.209,54.689815,
355.244,52.894601,
354.280,51.267821,
353.316,49.825414,
352.352,49.811923,
351.387,51.94562,
350.423,55.063609,
349.459,57.213099,
348.495,55.58526,
347.530,52.469736,
346.566,51.439043,
345.602,51.723204,
344.638,52.842533,
343.673,54.808252,
342.709,57.765073,
341.745,59.731002,
340.781,61.09384,
339.817,61.784322,
338.852,61.507908,
337.888,59.960277,
336.924,60.257364,
335.960,63.244806,
334.995,67.73179,
334.031,71.824029,
333.067,73.506081,
332.103,73.983741,
331.138,73.002638,
330.174,70.97495,
329.210,68.919728,
328.246,68.851842,
327.282,69.560425,
326.317,72.275316,
325.353,76.751615,
324.389,80.793138,
323.425,79.987768,
322.460,74.819651,
321.496,72.769797,
320.532,74.165743,
319.568,77.352245,
318.603,79.216512,
317.639,77.281753,
316.675,75.652315,
315.711,75.99304,
314.746,78.136765,
313.782,80.996623,
312.818,83.767114,
311.854,87.114248,
310.890,90.436486,
309.925,93.44218,
308.961,95.713626,
307.997,95.614267,
307.033,93.923066,
306.068,94.351066,
305.104,97.176695,
304.140,101.26529,
303.176,103.40225,
302.211,102.88594,
301.247,101.30686,
300.283,98.792188,
299.319,95.691181,
298.355,92.939585,
297.390,93.179008,
296.426,94.278625,
295.462,95.457009,
294.498,96.511175,
293.533,97.88029,
292.569,97.145233,
291.605,95.068616,
290.641,93.359295,
289.676,92.647571,
288.712,92.665644,
287.748,95.386266,
286.784,99.970428,
285.819,103.63108,
284.855,105.01741,
283.891,103.89599,
282.927,102.31443,
281.963,101.78214,
280.998,102.09843,
280.034,103.07567,
279.070,104.4151,
278.106,105.12757,
277.141,104.11843,
276.177,101.91357,
275.213,98.566079,
274.249,94.122668,
273.284,89.249341,
272.320,88.322593,
271.356,89.335398,
270.392,90.613009,
269.428,90.881038,
268.463,90.654711,
267.499,92.444291,
266.535,96.157018,
265.571,100.10902,
264.606,102.29529,
263.642,100.90836,
262.678,98.057243,
261.714,95.055278,
260.749,92.405731,
259.785,90.884724,
258.821,92.836383,
257.857,96.416408,
256.892,97.50681,
255.928,96.413388,
254.964,94.445638,
254.000,93.910737,
253.036,93.931761,
252.071,95.027089,
251.107,97.114254,
250.143,99.840889,
249.179,102.5115,
248.214,105.00558,
247.250,107.75407,
246.286,110.99775,
245.322,114.52313,
244.357,117.13199,
243.393,116.23717,
242.429,114.74602,
241.465,115.00673,
240.500,117.90188,
239.536,121.51366,
238.572,121.19889,
237.608,119.51193,
236.644,118.12992,
235.679,117.86529,
234.715,117.95541,
233.751,120.96312,
232.787,125.83626,
231.822,129.85015,
230.858,131.12692,
229.894,129.43206,
228.930,129.43289,
227.965,131.84718,
227.001,134.78498,
226.037,136.28401,
225.073,134.52923,
224.109,132.37753,
223.144,132.33047,
222.180,133.98947,
221.216,136.85137,
220.252,140.95269,
219.287,145.81372,
218.323,147.45104,
217.359,146.38136,
216.395,144.31841,
215.430,144.84592,
214.466,146.66795,
213.502,148.3658,
212.538,149.86677,
211.573,151.25408,
210.609,152.53363,
209.645,153.60098,
208.681,154.63569,
207.717,155.65293,
206.752,156.66293,
205.788,157.69798,
204.824,159.28633,
203.860,161.13293,
202.895,162.60816,
201.931,163.22165,
200.967,163.26673,
200.003,164.94872,
199.038,167.09193,
198.074,168.82517,
197.110,169.63356,
196.146,170.64321,
195.182,173.33774,
194.217,177.25865,
193.253,181.37781,
192.289,184.37843,
191.325,184.70468,
190.360,185.28676,
189.396,188.08496,
188.432,192.80003,
187.468,197.95754,
186.503,200.37775,
185.539,202.51041,
184.575,205.65064,
183.611,209.7024,
182.646,213.71924,
181.682,215.71516,
180.718,216.96226,
179.754,220.09756,
178.790,225.91553,
177.825,233.79418,
176.861,239.37587,
175.897,243.0056,
174.933,245.38148,
173.968,246.99063,
173.004,248.17548,
172.040,251.88387,
171.076,259.41909,
170.111,268.90066,
169.147,278.09585,
168.183,284.16326,
167.219,289.21087,
166.255,294.94598,
165.290,301.02928,
164.326,306.90234,
163.362,311.92871,
162.398,316.24779,
161.433,320.17194,
160.469,323.93616,
159.505,327.53041,
158.541,329.5407,
157.576,329.97751,
156.612,332.91736,
155.648,339.72093,
154.684,350.43304,
153.719,360.46002,
152.755,366.78523,
151.791,371.91828,
150.827,377.37824,
149.863,384.28625,
148.898,393.22229,
147.934,405.27253,
146.970,419.18122,
146.006,433.28407,
145.041,445.13058,
144.077,455.84592,
143.113,465.86586,
142.149,475.30386,
141.184,484.82353,
140.220,496.30084,
139.256,510.13954,
138.292,528.06588,
137.328,550.69419,
136.363,577.17615,
135.399,603.56831,
134.435,625.79385,
133.471,645.3718,
132.506,662.37884,
131.542,677.00844,
130.578,692.48906,
129.614,716.88737,
128.649,745.71114,
127.685,776.52192,
126.721,807.30193,
125.757,840.22013,
124.792,874.96487,
123.828,911.41728,
122.864,948.55018,
121.900,984.7324,
120.936,1020.0949,
119.971,1055.5556,
119.007,1091.1847,
118.043,1127.289,
117.079,1164.6903,
116.114,1203.8982,
115.150,1244.3229,
114.186,1286.7464,
113.222,1331.7765,
112.257,1379.8569,
111.293,1427.9604,
110.329,1475.786,
109.365,1524.8399,
108.401,1576.4846,
107.436,1630.5324,
106.472,1676.1285,
105.508,1717.8352,
104.544,1760.6836,
103.579,1811.6664,
102.615,1868.3215,
101.651,1914.8253,
100.687,1949.4002,
99.722,1972.9538,
98.758,1990.1681,
97.794,2003.1523,
96.830,2010.4337,
95.865,2010.806,
94.901,2003.6063,
93.937,1989.3582,
92.973,1978.5257,
92.009,1969.3538,
91.044,1959.867,
90.080,1947.887,
89.116,1933.2546,
88.152,1924.5092,
87.187,1918.6911,
86.223,1914.2884,
85.259,1911.1233,
84.295,1911.6649,
83.330,1911.9019,
82.366,1911.6469,
81.402,1912.1912,
80.438,1920.3572,
79.474,1938.2275,
78.509,1956.2037,
77.545,1968.8684,
76.581,1972.3063,
75.617,1973.8528,
74.652,1980.8216,
73.688,1990.4148,
72.724,2000.7185,
71.760,2009.9824,
70.795,2013.5209,
69.831,2008.7614,
68.867,1999.4523,
67.903,1992.181,
66.938,2004.4731,
65.974,2031.0982,
65.010,2057.1508,
64.046,2078.8366,
63.082,2095.4778,
62.117,2116.8882,
61.153,2145.7163,
60.189,2177.3953,
59.225,2208.6637,
58.260,2236.4372,
57.296,2260.9172,
56.332,2283.0009,
55.368,2303.5569,
54.403,2323.1187,
53.439,2341.0006,
52.475,2356.7855,
51.511,2368.2896,
50.547,2376.3353,
